collection_id,loan_id,contact_date,contact_mode,response,promise_to_pay_date,resolved
C-FK-8339,L-FK-2024-1288,2024-08-25,Field Visit,Disputed,,False
C-FK-8340,L-FK-2024-1288,2024-08-20,SMS,Promise to Pay,2024-08-26,False
C-FK-8341,L-FK-2024-1289,2024-06-17,WhatsApp,Promise to Pay,2024-06-24,True
C-FK-8342,L-FK-2024-1289,2024-06-20,Phone Call,Promise to Pay,2024-06-26,True
C-FK-8343,L-FK-2024-1289,2024-07-13,Field Visit,Disputed,,False
C-FK-8344,L-FK-2024-1293,2024-11-20,WhatsApp,Requested Extension,,False
C-FK-8345,L-FK-2024-1293,2024-12-04,WhatsApp,Promise to Pay,2024-12-13,True
C-FK-8346,L-FK-2024-1293,2024-12-06,Phone Call,No Response,,False
C-FK-8347,L-FK-2024-1294,2024-07-12,SMS,Disputed,,False
C-FK-8348,L-FK-2024-1294,2024-07-19,Field Visit,No Response,,False
C-FK-8349,L-FK-2024-1294,2024-08-07,Phone Call,Requested Extension,,False
C-FK-8350,L-FK-2024-1296,2024-09-19,Field Visit,Disputed,,False
C-FK-8351,L-FK-2024-1296,2024-09-30,WhatsApp,Promise to Pay,2024-10-10,False
C-FK-8352,L-FK-2024-1296,2024-10-01,Email,Requested Extension,,False
C-FK-8353,L-FK-2024-1296,2024-10-04,SMS,Already Paid,,False
C-FK-8354,L-FK-2024-1297,2024-12-04,Phone Call,Already Paid,,False
C-FK-8355,L-FK-2024-1297,2024-12-14,SMS,Promise to Pay,2024-12-24,False
C-FK-8356,L-FK-2024-1297,2024-12-16,Email,Requested Extension,,False
C-FK-8357,L-FK-2024-1297,2025-01-15,WhatsApp,Promise to Pay,2025-01-28,False
C-FK-8358,L-FK-2024-1298,2024-08-31,Field Visit,Already Paid,,False
C-FK-8359,L-FK-2024-1298,2024-09-06,SMS,No Response,,False
C-FK-8360,L-FK-2024-1299,2024-11-04,Email,Already Paid,,False
C-FK-8361,L-FK-2024-1300,2025-03-08,Phone Call,Promise to Pay,2025-03-22,True
C-FK-8362,L-FK-2024-1301,2024-10-31,Phone Call,Already Paid,,False
C-FK-8363,L-FK-2024-1301,2024-11-04,Phone Call,No Response,,False
C-FK-8364,L-FK-2024-1301,2024-11-10,SMS,Promise to Pay,2024-11-25,False
C-FK-8365,L-FK-2024-1301,2024-12-09,Phone Call,Requested Extension,,False
C-FK-8366,L-FK-2024-1301,2024-11-12,Field Visit,No Response,,False
C-FK-8367,L-FK-2024-1302,2024-09-12,SMS,No Response,,False
C-FK-8368,L-FK-2024-1302,2024-09-17,Field Visit,Already Paid,,False
C-FK-8369,L-FK-2024-1302,2024-10-02,SMS,Promise to Pay,2024-10-09,False
C-FK-8370,L-FK-2024-1307,2025-01-19,Field Visit,Disputed,,False
C-FK-8371,L-FK-2024-1307,2025-01-23,Phone Call,No Response,,False
C-FK-8372,L-FK-2024-1308,2025-01-22,Field Visit,No Response,,False
C-FK-8373,L-FK-2024-1311,2024-12-05,Email,Promise to Pay,2024-12-08,False
C-FK-8374,L-FK-2024-1311,2024-12-10,WhatsApp,Disputed,,False
C-FK-8375,L-FK-2024-1311,2024-12-17,Phone Call,Already Paid,,False
C-FK-8376,L-FK-2024-1311,2025-01-04,WhatsApp,Promise to Pay,2025-01-08,False
C-FK-8377,L-FK-2024-1313,2025-03-02,Phone Call,Disputed,,False
C-FK-8378,L-FK-2024-1313,2025-03-10,Phone Call,No Response,,False
C-FK-8379,L-FK-2024-1313,2025-03-26,WhatsApp,Promise to Pay,2025-03-31,False
C-FK-8380,L-FK-2024-1316,2024-11-26,SMS,Already Paid,,False
C-FK-8381,L-FK-2024-1316,2024-12-09,Field Visit,Disputed,,False
C-FK-8382,L-FK-2024-1316,2024-12-10,Phone Call,Disputed,,False
C-FK-8383,L-FK-2024-1316,2024-12-17,WhatsApp,Already Paid,,False
C-FK-8384,L-FK-2024-1316,2024-12-24,Phone Call,No Response,,False
C-FK-8385,L-FK-2024-1318,2025-03-08,Email,Promise to Pay,2025-03-16,False
C-FK-8386,L-FK-2024-1318,2025-03-22,Phone Call,Already Paid,,False
C-FK-8387,L-FK-2024-1320,2024-08-04,SMS,Disputed,,False
C-FK-8388,L-FK-2024-1321,2025-02-18,WhatsApp,Promise to Pay,2025-03-05,False
C-FK-8389,L-FK-2024-1324,2024-07-19,Field Visit,Already Paid,,False
C-FK-8390,L-FK-2024-1324,2024-08-01,SMS,Disputed,,False
C-FK-8391,L-FK-2024-1324,2024-08-14,Email,Promise to Pay,2024-08-23,False
C-FK-8392,L-FK-2024-1324,2024-08-21,Email,Requested Extension,,False
C-FK-8393,L-FK-2024-1330,2024-10-12,Phone Call,Already Paid,,False
C-FK-8394,L-FK-2024-1330,2024-10-24,Field Visit,Already Paid,,False
C-FK-8395,L-FK-2024-1330,2024-11-05,WhatsApp,Promise to Pay,2024-11-19,False
C-FK-8396,L-FK-2024-1330,2024-10-21,Email,Promise to Pay,2024-10-24,False
C-FK-8397,L-FK-2024-1330,2024-11-01,Phone Call,No Response,,False
C-FK-8398,L-FK-2024-1331,2024-10-25,Email,Disputed,,False
C-FK-8399,L-FK-2024-1331,2024-10-30,Email,Requested Extension,,False
C-FK-8400,L-FK-2024-1331,2024-11-06,SMS,Promise to Pay,2024-11-12,False
C-FK-8401,L-FK-2024-1334,2024-12-15,Email,Promise to Pay,2024-12-24,True
C-FK-8402,L-FK-2024-1337,2024-09-25,Field Visit,No Response,,False
C-FK-8403,L-FK-2024-1337,2024-09-29,Field Visit,Already Paid,,False
C-FK-8404,L-FK-2024-1337,2024-10-05,SMS,No Response,,False
