collection_id,loan_id,contact_date,contact_mode,response,promise_to_pay_date,resolved
C-FK-8339,L-FK-2024-1288,25-08-2024,Field Visit,Disputed,,False
C-FK-8340,L-FK-2024-1288,20-08-2024,SMS,Promise to Pay,26-08-2024,False
C-FK-8341,L-FK-2024-1289,17-06-2024,WhatsApp,Promise to Pay,24-06-2024,True
C-FK-8342,L-FK-2024-1289,20-06-2024,Phone Call,Promise to Pay,26-06-2024,True
C-FK-8343,L-FK-2024-1289,13-07-2024,Field Visit,Disputed,,False
C-FK-8344,L-FK-2024-1293,20-11-2024,WhatsApp,Requested Extension,,False
C-FK-8345,L-FK-2024-1293,04-12-2024,WhatsApp,Promise to Pay,13-12-2024,True
C-FK-8346,L-FK-2024-1293,06-12-2024,Phone Call,No Response,,False
C-FK-8347,L-FK-2024-1294,12-07-2024,SMS,Disputed,,False
C-FK-8348,L-FK-2024-1294,19-07-2024,Field Visit,No Response,,False
C-FK-8349,L-FK-2024-1294,07-08-2024,Phone Call,Requested Extension,,False
C-FK-8350,L-FK-2024-1296,19-09-2024,Field Visit,Disputed,,False
C-FK-8351,L-FK-2024-1296,30-09-2024,WhatsApp,Promise to Pay,10-10-2024,False
C-FK-8352,L-FK-2024-1296,01-10-2024,Email,Requested Extension,,False
C-FK-8353,L-FK-2024-1296,04-10-2024,SMS,Already Paid,,False
C-FK-8354,L-FK-2024-1297,04-12-2024,Phone Call,Already Paid,,False
C-FK-8355,L-FK-2024-1297,14-12-2024,SMS,Promise to Pay,24-12-2024,False
C-FK-8356,L-FK-2024-1297,16-12-2024,Email,Requested Extension,,False
C-FK-8357,L-FK-2024-1297,15-01-2025,WhatsApp,Promise to Pay,28-01-2025,False
C-FK-8358,L-FK-2024-1298,31-08-2024,Field Visit,Already Paid,,False
C-FK-8359,L-FK-2024-1298,06-09-2024,SMS,No Response,,False
C-FK-8360,L-FK-2024-1299,04-11-2024,Email,Already Paid,,False
C-FK-8361,L-FK-2024-1300,08-03-2025,Phone Call,Promise to Pay,22-03-2025,True
C-FK-8362,L-FK-2024-1301,31-10-2024,Phone Call,Already Paid,,False
C-FK-8363,L-FK-2024-1301,04-11-2024,Phone Call,No Response,,False
C-FK-8364,L-FK-2024-1301,10-11-2024,SMS,Promise to Pay,25-11-2024,False
C-FK-8365,L-FK-2024-1301,09-12-2024,Phone Call,Requested Extension,,False
C-FK-8366,L-FK-2024-1301,12-11-2024,Field Visit,No Response,,False
C-FK-8367,L-FK-2024-1302,12-09-2024,SMS,No Response,,False
C-FK-8368,L-FK-2024-1302,17-09-2024,Field Visit,Already Paid,,False
C-FK-8369,L-FK-2024-1302,02-10-2024,SMS,Promise to Pay,09-10-2024,False
C-FK-8370,L-FK-2024-1307,19-01-2025,Field Visit,Disputed,,False
C-FK-8371,L-FK-2024-1307,23-01-2025,Phone Call,No Response,,False
C-FK-8372,L-FK-2024-1308,22-01-2025,Field Visit,No Response,,False
C-FK-8373,L-FK-2024-1311,05-12-2024,Email,Promise to Pay,08-12-2024,False
C-FK-8374,L-FK-2024-1311,10-12-2024,WhatsApp,Disputed,,False
C-FK-8375,L-FK-2024-1311,17-12-2024,Phone Call,Already Paid,,False
C-FK-8376,L-FK-2024-1311,04-01-2025,WhatsApp,Promise to Pay,08-01-2025,False
C-FK-8377,L-FK-2024-1313,02-03-2025,Phone Call,Disputed,,False
C-FK-8378,L-FK-2024-1313,10-03-2025,Phone Call,No Response,,False
C-FK-8379,L-FK-2024-1313,26-03-2025,WhatsApp,Promise to Pay,31-03-2025,False
C-FK-8380,L-FK-2024-1316,26-11-2024,SMS,Already Paid,,False
C-FK-8381,L-FK-2024-1316,09-12-2024,Field Visit,Disputed,,False
C-FK-8382,L-FK-2024-1316,10-12-2024,Phone Call,Disputed,,False
C-FK-8383,L-FK-2024-1316,17-12-2024,WhatsApp,Already Paid,,False
C-FK-8384,L-FK-2024-1316,24-12-2024,Phone Call,No Response,,False
C-FK-8385,L-FK-2024-1318,08-03-2025,Email,Promise to Pay,16-03-2025,False
C-FK-8386,L-FK-2024-1318,22-03-2025,Phone Call,Already Paid,,False
C-FK-8387,L-FK-2024-1320,04-08-2024,SMS,Disputed,,False
C-FK-8388,L-FK-2024-1321,18-02-2025,WhatsApp,Promise to Pay,05-03-2025,False
C-FK-8389,L-FK-2024-1324,19-07-2024,Field Visit,Already Paid,,False
C-FK-8390,L-FK-2024-1324,01-08-2024,SMS,Disputed,,False
C-FK-8391,L-FK-2024-1324,14-08-2024,Email,Promise to Pay,23-08-2024,False
C-FK-8392,L-FK-2024-1324,21-08-2024,Email,Requested Extension,,False
C-FK-8393,L-FK-2024-1330,12-10-2024,Phone Call,Already Paid,,False
C-FK-8394,L-FK-2024-1330,24-10-2024,Field Visit,Already Paid,,False
C-FK-8395,L-FK-2024-1330,05-11-2024,WhatsApp,Promise to Pay,19-11-2024,False
C-FK-8396,L-FK-2024-1330,21-10-2024,Email,Promise to Pay,24-10-2024,False
C-FK-8397,L-FK-2024-1330,01-11-2024,Phone Call,No Response,,False
C-FK-8398,L-FK-2024-1331,25-10-2024,Email,Disputed,,False
C-FK-8399,L-FK-2024-1331,30-10-2024,Email,Requested Extension,,False
C-FK-8400,L-FK-2024-1331,06-11-2024,SMS,Promise to Pay,12-11-2024,False
C-FK-8401,L-FK-2024-1334,15-12-2024,Email,Promise to Pay,24-12-2024,True
C-FK-8402,L-FK-2024-1337,25-09-2024,Field Visit,No Response,,False
C-FK-8403,L-FK-2024-1337,29-09-2024,Field Visit,Already Paid,,False
C-FK-8404,L-FK-2024-1337,05-10-2024,SMS,No Response,,False
