repayment_id,loan_id,emi_number,due_date,payment_date,amount_due,amount_paid,payment_mode,days_late
R-FK-5295,L-FK-2024-1040,4,28-10-2024,28-10-2024,842.77,842.77,Auto-Debit,0
R-FK-5296,L-FK-2024-1040,5,27-11-2024,28-11-2024,842.77,842.77,Auto-Debit,1
R-FK-5297,L-FK-2024-1040,6,27-12-2024,27-12-2024,842.77,842.77,Auto-Debit,0
R-FK-5298,L-FK-2024-1041,1,26-09-2024,27-09-2024,2265.81,2265.81,UPI,1
R-FK-5299,L-FK-2024-1041,2,26-10-2024,26-10-2024,2265.81,2265.81,Cash,0
R-FK-5300,L-FK-2024-1041,3,25-11-2024,27-11-2024,2265.81,2265.81,UPI,2
R-FK-5301,L-FK-2024-1041,4,25-12-2024,25-12-2024,2265.81,2265.81,UPI,0
R-FK-5302,L-FK-2024-1041,5,24-01-2025,26-01-2025,2265.81,2265.81,Auto-Debit,2
R-FK-5303,L-FK-2024-1041,6,23-02-2025,13-02-2025,2265.81,2265.81,UPI,-10
R-FK-5304,L-FK-2024-1041,7,25-03-2025,30-03-2025,2265.81,2265.81,UPI,5
R-FK-5305,L-FK-2024-1041,8,24-04-2025,17-05-2025,2265.81,2265.81,Debit Card,23
R-FK-5306,L-FK-2024-1041,9,24-05-2025,25-05-2025,2265.81,2265.81,UPI,1
R-FK-5307,L-FK-2024-1041,10,23-06-2025,13-07-2025,2265.81,2265.81,Cash,20
R-FK-5308,L-FK-2024-1041,11,23-07-2025,03-08-2025,2265.81,1811.82,Net Banking,11
R-FK-5309,L-FK-2024-1041,12,22-08-2025,27-08-2025,2265.81,2265.81,Net Banking,5
R-FK-5310,L-FK-2024-1042,1,19-10-2024,,12187.44,0.0,,
R-FK-5311,L-FK-2024-1042,2,18-11-2024,,12187.44,0.0,,
R-FK-5312,L-FK-2024-1042,3,18-12-2024,,12187.44,0.0,,
R-FK-5313,L-FK-2024-1043,1,17-09-2024,18-09-2024,2240.14,2240.14,UPI,1
R-FK-5314,L-FK-2024-1043,2,17-10-2024,18-11-2024,2240.14,2240.14,UPI,32
R-FK-5315,L-FK-2024-1043,3,16-11-2024,18-11-2024,2240.14,2240.14,UPI,2
R-FK-5316,L-FK-2024-1043,4,16-12-2024,06-12-2024,2240.14,2240.14,UPI,-10
R-FK-5317,L-FK-2024-1043,5,15-01-2025,16-01-2025,2240.14,2240.14,Debit Card,1
R-FK-5318,L-FK-2024-1043,6,14-02-2025,14-02-2025,2240.14,2240.14,Debit Card,0
R-FK-5319,L-FK-2024-1043,7,16-03-2025,16-03-2025,2240.14,2240.14,UPI,0
R-FK-5320,L-FK-2024-1043,8,15-04-2025,05-04-2025,2240.14,2240.14,UPI,-10
R-FK-5321,L-FK-2024-1043,9,15-05-2025,15-05-2025,2240.14,2240.14,Net Banking,0
R-FK-5322,L-FK-2024-1043,10,14-06-2025,10-06-2025,2240.14,2240.14,Net Banking,-4
R-FK-5323,L-FK-2024-1043,11,14-07-2025,15-07-2025,2240.14,2240.14,Cash,1
R-FK-5324,L-FK-2024-1043,12,13-08-2025,08-08-2025,2240.14,2240.14,Net Banking,-5
R-FK-5325,L-FK-2024-1044,1,04-08-2024,06-08-2024,1800.73,1800.73,UPI,2
R-FK-5326,L-FK-2024-1044,2,03-09-2024,20-09-2024,1800.73,1800.73,Auto-Debit,17
R-FK-5327,L-FK-2024-1044,3,03-10-2024,03-10-2024,1800.73,1800.73,Debit Card,0
R-FK-5328,L-FK-2024-1044,4,02-11-2024,26-10-2024,1800.73,1800.73,UPI,-7
R-FK-5329,L-FK-2024-1044,5,02-12-2024,04-12-2024,1800.73,1800.73,UPI,2
R-FK-5330,L-FK-2024-1044,6,01-01-2025,31-12-2024,1800.73,1800.73,UPI,-1
R-FK-5331,L-FK-2024-1045,1,24-11-2024,,3177.38,0.0,,
R-FK-5332,L-FK-2024-1045,2,24-12-2024,,3177.38,0.0,,
R-FK-5333,L-FK-2024-1045,3,23-01-2025,,3177.38,0.0,,
R-FK-5334,L-FK-2024-1045,4,22-02-2025,,3177.38,0.0,,
R-FK-5335,L-FK-2024-1045,5,24-03-2025,,3177.38,0.0,,
R-FK-5336,L-FK-2024-1045,6,23-04-2025,,3177.38,0.0,,
R-FK-5337,L-FK-2024-1045,7,23-05-2025,,3177.38,0.0,,
R-FK-5338,L-FK-2024-1045,8,22-06-2025,,3177.38,0.0,,
R-FK-5339,L-FK-2024-1045,9,22-07-2025,,3177.38,0.0,,
R-FK-5340,L-FK-2024-1045,10,21-08-2025,,3177.38,0.0,,
R-FK-5341,L-FK-2024-1045,11,20-09-2025,,3177.38,0.0,,
R-FK-5342,L-FK-2024-1045,12,20-10-2025,,3177.38,0.0,,
R-FK-5343,L-FK-2024-1046,1,11-07-2024,03-07-2024,716.2,716.2,UPI,-8
R-FK-5344,L-FK-2024-1046,2,10-08-2024,16-09-2024,716.2,716.2,Cash,37
R-FK-5345,L-FK-2024-1046,3,09-09-2024,04-09-2024,716.2,716.2,UPI,-5
R-FK-5346,L-FK-2024-1046,4,09-10-2024,17-11-2024,716.2,321.92,UPI,39
R-FK-5347,L-FK-2024-1046,5,08-11-2024,08-11-2024,716.2,716.2,Cash,0
R-FK-5348,L-FK-2024-1046,6,08-12-2024,09-12-2024,716.2,716.2,Cash,1
R-FK-5349,L-FK-2024-1046,7,07-01-2025,08-01-2025,716.2,716.2,Auto-Debit,1
R-FK-5350,L-FK-2024-1046,8,06-02-2025,07-02-2025,716.2,716.2,UPI,1
R-FK-5351,L-FK-2024-1046,9,08-03-2025,10-03-2025,716.2,716.2,Debit Card,2
R-FK-5352,L-FK-2024-1046,10,07-04-2025,08-04-2025,716.2,716.2,UPI,1
R-FK-5353,L-FK-2024-1046,11,07-05-2025,05-05-2025,716.2,716.2,UPI,-2
R-FK-5354,L-FK-2024-1046,12,06-06-2025,21-06-2025,716.2,716.2,Auto-Debit,15
R-FK-5355,L-FK-2024-1047,1,14-09-2024,28-09-2024,5084.94,5084.94,UPI,14
R-FK-5356,L-FK-2024-1047,2,14-10-2024,15-10-2024,5084.94,5084.94,Auto-Debit,1
R-FK-5357,L-FK-2024-1047,3,13-11-2024,17-12-2024,5084.94,5084.94,Net Banking,34
R-FK-5358,L-FK-2024-1048,1,29-08-2024,30-08-2024,6133.46,6133.46,Debit Card,1
R-FK-5359,L-FK-2024-1048,2,28-09-2024,29-09-2024,6133.46,6133.46,Auto-Debit,1
R-FK-5360,L-FK-2024-1048,3,28-10-2024,28-10-2024,6133.46,6133.46,Auto-Debit,0
R-FK-5361,L-FK-2024-1048,4,27-11-2024,28-11-2024,6133.46,6133.46,Auto-Debit,1
R-FK-5362,L-FK-2024-1048,5,27-12-2024,04-02-2025,6133.46,6133.46,UPI,39
R-FK-5363,L-FK-2024-1048,6,26-01-2025,26-01-2025,6133.46,6133.46,UPI,0
R-FK-5364,L-FK-2024-1049,1,07-10-2024,08-10-2024,2612.1,2612.1,UPI,1
R-FK-5365,L-FK-2024-1049,2,06-11-2024,08-11-2024,2612.1,2612.1,UPI,2
R-FK-5366,L-FK-2024-1049,3,06-12-2024,19-01-2025,2612.1,2612.1,Net Banking,44
R-FK-5367,L-FK-2024-1049,4,05-01-2025,07-01-2025,2612.1,2612.1,Debit Card,2
R-FK-5368,L-FK-2024-1049,5,04-02-2025,07-03-2025,2612.1,2612.1,UPI,31
R-FK-5369,L-FK-2024-1049,6,06-03-2025,06-03-2025,2612.1,2612.1,Auto-Debit,0
R-FK-5370,L-FK-2024-1050,1,31-12-2024,,12054.26,0.0,,
R-FK-5371,L-FK-2024-1050,2,30-01-2025,,12054.26,0.0,,
R-FK-5372,L-FK-2024-1050,3,01-03-2025,,12054.26,0.0,,
R-FK-5373,L-FK-2024-1051,1,31-01-2025,02-02-2025,2421.57,2421.57,UPI,2
R-FK-5374,L-FK-2024-1051,2,02-03-2025,02-03-2025,2421.57,2421.57,UPI,0
R-FK-5375,L-FK-2024-1051,3,01-04-2025,30-03-2025,2421.57,2421.57,UPI,-2
R-FK-5376,L-FK-2024-1051,4,01-05-2025,02-05-2025,2421.57,2421.57,Debit Card,1
R-FK-5377,L-FK-2024-1051,5,31-05-2025,31-05-2025,2421.57,2421.57,Cash,0
R-FK-5378,L-FK-2024-1051,6,30-06-2025,21-06-2025,2421.57,2421.57,Cash,-9
R-FK-5379,L-FK-2024-1051,7,30-07-2025,30-07-2025,2421.57,2421.57,UPI,0
R-FK-5380,L-FK-2024-1051,8,29-08-2025,10-09-2025,2421.57,2096.58,Net Banking,12
R-FK-5381,L-FK-2024-1051,9,28-09-2025,28-09-2025,2421.57,2421.57,UPI,0
R-FK-5382,L-FK-2024-1052,1,2024-06-11,,4924.12,0.0,,
R-FK-5383,L-FK-2024-1052,2,11-07-2024,,4924.12,0.0,,
R-FK-5384,L-FK-2024-1052,3,10-08-2024,,4924.12,0.0,,
R-FK-5385,L-FK-2024-1052,4,09-09-2024,,4924.12,0.0,,
R-FK-5386,L-FK-2024-1052,5,09-10-2024,,4924.12,0.0,,
R-FK-5387,L-FK-2024-1052,6,08-11-2024,,4924.12,0.0,,
R-FK-5388,L-FK-2024-1052,7,08-12-2024,,4924.12,0.0,,
R-FK-5389,L-FK-2024-1052,8,07-01-2025,,4924.12,0.0,,
R-FK-5390,L-FK-2024-1052,9,06-02-2025,,4924.12,0.0,,
R-FK-5391,L-FK-2024-1053,1,05-02-2025,06-02-2025,2793.53,2793.53,Auto-Debit,1
R-FK-5392,L-FK-2024-1053,2,07-03-2025,07-03-2025,2793.53,2793.53,Debit Card,0
R-FK-5393,L-FK-2024-1053,3,06-04-2025,06-04-2025,2793.53,2793.53,UPI,0
R-FK-5394,L-FK-2024-1054,1,22-01-2025,23-01-2025,10198.47,10198.47,Cash,1
R-FK-5395,L-FK-2024-1054,2,21-02-2025,13-02-2025,10198.47,10198.47,Cash,-8
R-FK-5396,L-FK-2024-1054,3,23-03-2025,12-04-2025,10198.47,10198.47,UPI,20
R-FK-5397,L-FK-2024-1055,1,29-05-2024,,2955.49,0.0,,
R-FK-5398,L-FK-2024-1055,2,28-06-2024,,2955.49,0.0,,
R-FK-5399,L-FK-2024-1055,3,28-07-2024,,2955.49,0.0,,
R-FK-5400,L-FK-2024-1055,4,27-08-2024,,2955.49,0.0,,
R-FK-5401,L-FK-2024-1055,5,26-09-2024,,2955.49,0.0,,
R-FK-5402,L-FK-2024-1055,6,26-10-2024,,2955.49,0.0,,
R-FK-5403,L-FK-2024-1055,7,25-11-2024,,2955.49,0.0,,
R-FK-5404,L-FK-2024-1055,8,25-12-2024,,2955.49,0.0,,
R-FK-5405,L-FK-2024-1055,9,24-01-2025,,2955.49,0.0,,
R-FK-5406,L-FK-2024-1056,1,05-10-2024,,8603.85,0.0,,
R-FK-5407,L-FK-2024-1056,2,04-11-2024,,8603.85,0.0,,
R-FK-5408,L-FK-2024-1056,3,04-12-2024,,8603.85,0.0,,
R-FK-5409,L-FK-2024-1057,1,24-05-2024,26-05-2024,1818.3,1818.3,Debit Card,2
R-FK-5410,L-FK-2024-1057,2,23-06-2024,13-06-2024,1818.3,1818.3,Net Banking,-10
R-FK-5411,L-FK-2024-1057,3,23-07-2024,04-09-2024,1818.3,1818.3,UPI,43
R-FK-5412,L-FK-2024-1058,1,26-11-2024,27-11-2024,806.79,806.79,Debit Card,1
R-FK-5413,L-FK-2024-1058,2,26-12-2024,26-12-2024,806.79,806.79,Net Banking,0
R-FK-5414,L-FK-2024-1058,3,25-01-2025,26-01-2025,806.79,806.79,Net Banking,1
R-FK-5415,L-FK-2024-1058,4,24-02-2025,24-02-2025,806.79,806.79,UPI,0
R-FK-5416,L-FK-2024-1058,5,26-03-2025,26-03-2025,806.79,806.79,Debit Card,0
R-FK-5417,L-FK-2024-1058,6,25-04-2025,26-04-2025,806.79,806.79,UPI,1
R-FK-5418,L-FK-2024-1059,1,10-11-2024,,3144.46,0.0,,
R-FK-5419,L-FK-2024-1059,2,10-12-2024,,3144.46,0.0,,
R-FK-5420,L-FK-2024-1059,3,09-01-2025,,3144.46,0.0,,
R-FK-5421,L-FK-2024-1059,4,08-02-2025,,3144.46,0.0,,
R-FK-5422,L-FK-2024-1059,5,10-03-2025,,3144.46,0.0,,
R-FK-5423,L-FK-2024-1059,6,09-04-2025,,3144.46,0.0,,
R-FK-5424,L-FK-2024-1060,1,31-01-2025,22-01-2025,7026.16,7026.16,UPI,-9
R-FK-5425,L-FK-2024-1060,2,02-03-2025,22-02-2025,7026.16,7026.16,UPI,-8
R-FK-5426,L-FK-2024-1060,3,01-04-2025,02-04-2025,7026.16,7026.16,Cash,1
R-FK-5427,L-FK-2024-1060,4,01-05-2025,03-05-2025,7026.16,7026.16,UPI,2
R-FK-5428,L-FK-2024-1060,5,2025-05-31,02-06-2025,7026.16,7026.16,UPI,2
R-FK-5429,L-FK-2024-1060,6,30-06-2025,01-07-2025,7026.16,7026.16,Debit Card,1
R-FK-5430,L-FK-2024-1061,1,24-12-2024,,1844.44,0.0,,
R-FK-5431,L-FK-2024-1061,2,23-01-2025,,1844.44,0.0,,
R-FK-5432,L-FK-2024-1061,3,22-02-2025,,1844.44,0.0,,
R-FK-5433,L-FK-2024-1062,1,22-12-2024,15-12-2024,2764.89,2764.89,UPI,-7
R-FK-5434,L-FK-2024-1062,2,21-01-2025,23-01-2025,2764.89,2764.89,Auto-Debit,2
R-FK-5435,L-FK-2024-1062,3,20-02-2025,13-02-2025,2764.89,2764.89,UPI,-7
R-FK-5436,L-FK-2024-1062,4,22-03-2025,22-03-2025,2764.89,2764.89,Net Banking,0
R-FK-5437,L-FK-2024-1062,5,21-04-2025,23-04-2025,2764.89,2764.89,Cash,2
R-FK-5438,L-FK-2024-1062,6,21-05-2025,10-06-2025,2764.89,2133.01,Cash,20
R-FK-5439,L-FK-2024-1062,7,20-06-2025,21-06-2025,2764.89,2764.89,UPI,1
R-FK-5440,L-FK-2024-1062,8,20-07-2025,20-07-2025,2764.89,2764.89,UPI,0
R-FK-5441,L-FK-2024-1062,9,19-08-2025,19-08-2025,2764.89,2764.89,Auto-Debit,0
R-FK-5442,L-FK-2024-1062,10,18-09-2025,08-09-2025,2764.89,2764.89,Net Banking,-10
R-FK-5443,L-FK-2024-1062,11,18-10-2025,20-10-2025,2764.89,2764.89,Debit Card,2
R-FK-5444,L-FK-2024-1062,12,17-11-2025,13-11-2025,2764.89,2764.89,UPI,-4
R-FK-5445,L-FK-2024-1063,1,09-05-2024,09-05-2024,709.45,709.45,UPI,0
R-FK-5446,L-FK-2024-1063,2,08-06-2024,12-06-2024,709.45,320.06,UPI,4
R-FK-5447,L-FK-2024-1063,3,08-07-2024,10-07-2024,709.45,709.45,Net Banking,2
R-FK-5448,L-FK-2024-1063,4,07-08-2024,07-08-2024,709.45,709.45,UPI,0
R-FK-5449,L-FK-2024-1063,5,06-09-2024,06-09-2024,709.45,709.45,Net Banking,0
R-FK-5450,L-FK-2024-1063,6,06-10-2024,07-10-2024,709.45,709.45,Net Banking,1
R-FK-5451,L-FK-2024-1063,7,05-11-2024,06-11-2024,709.45,709.45,UPI,1
R-FK-5452,L-FK-2024-1063,8,05-12-2024,04-12-2024,709.45,709.45,UPI,-1
R-FK-5453,L-FK-2024-1063,9,04-01-2025,04-01-2025,709.45,709.45,UPI,0
R-FK-5454,L-FK-2024-1063,10,03-02-2025,04-02-2025,709.45,709.45,UPI,1
R-FK-5455,L-FK-2024-1063,11,05-03-2025,07-04-2025,709.45,601.51,UPI,33
R-FK-5456,L-FK-2024-1063,12,04-04-2025,03-04-2025,709.45,709.45,UPI,-1
R-FK-5457,L-FK-2024-1064,1,25-05-2024,26-05-2024,6042.13,6042.13,Cash,1
R-FK-5458,L-FK-2024-1064,2,24-06-2024,20-06-2024,6042.13,6042.13,Auto-Debit,-4
R-FK-5459,L-FK-2024-1064,3,24-07-2024,24-07-2024,6042.13,6042.13,Net Banking,0
R-FK-5460,L-FK-2024-1064,4,23-08-2024,25-08-2024,6042.13,6042.13,Auto-Debit,2
R-FK-5461,L-FK-2024-1064,5,22-09-2024,23-09-2024,6042.13,6042.13,Net Banking,1
R-FK-5462,L-FK-2024-1064,6,22-10-2024,23-10-2024,6042.13,6042.13,UPI,1
R-FK-5463,L-FK-2024-1065,1,29-05-2024,31-05-2024,2956.78,2956.78,Debit Card,2
R-FK-5464,L-FK-2024-1065,2,28-06-2024,08-07-2024,2956.78,2126.69,UPI,10
R-FK-5465,L-FK-2024-1065,3,28-07-2024,28-07-2024,2956.78,2956.78,Cash,0
R-FK-5466,L-FK-2024-1065,4,27-08-2024,27-08-2024,2956.78,2956.78,UPI,0
R-FK-5467,L-FK-2024-1065,5,26-09-2024,20-09-2024,2956.78,2956.78,UPI,-6
R-FK-5468,L-FK-2024-1065,6,26-10-2024,27-10-2024,2956.78,2956.78,Debit Card,1
R-FK-5469,L-FK-2024-1065,7,25-11-2024,26-11-2024,2956.78,2956.78,Cash,1
R-FK-5470,L-FK-2024-1065,8,25-12-2024,25-12-2024,2956.78,2956.78,UPI,0
R-FK-5471,L-FK-2024-1065,9,24-01-2025,26-02-2025,2956.78,2956.78,UPI,33
R-FK-5472,L-FK-2024-1066,1,12-10-2024,12-10-2024,4232.65,4232.65,UPI,0
R-FK-5473,L-FK-2024-1066,2,11-11-2024,12-11-2024,4232.65,4232.65,UPI,1
R-FK-5474,L-FK-2024-1066,3,11-12-2024,04-01-2025,4232.65,4232.65,Cash,24
R-FK-5475,L-FK-2024-1066,4,10-01-2025,10-01-2025,4232.65,4232.65,UPI,0
R-FK-5476,L-FK-2024-1066,5,09-02-2025,11-02-2025,4232.65,4232.65,Debit Card,2
R-FK-5477,L-FK-2024-1066,6,11-03-2025,11-03-2025,4232.65,4232.65,Net Banking,0
R-FK-5478,L-FK-2024-1066,7,10-04-2025,11-04-2025,4232.65,4232.65,Debit Card,1
R-FK-5479,L-FK-2024-1066,8,10-05-2025,11-05-2025,4232.65,4232.65,Auto-Debit,1
R-FK-5480,L-FK-2024-1066,9,09-06-2025,09-06-2025,4232.65,4232.65,Auto-Debit,0
R-FK-5481,L-FK-2024-1067,1,10-02-2025,04-02-2025,2083.78,2083.78,Auto-Debit,-6
R-FK-5482,L-FK-2024-1067,2,12-03-2025,13-03-2025,2083.78,2083.78,UPI,1
R-FK-5483,L-FK-2024-1067,3,11-04-2025,03-04-2025,2083.78,2083.78,Debit Card,-8
R-FK-5484,L-FK-2024-1067,4,11-05-2025,13-05-2025,2083.78,2083.78,Auto-Debit,2
R-FK-5485,L-FK-2024-1067,5,10-06-2025,06-06-2025,2083.78,2083.78,Debit Card,-4
R-FK-5486,L-FK-2024-1067,6,10-07-2025,12-07-2025,2083.78,2083.78,UPI,2
R-FK-5487,L-FK-2024-1068,1,12-11-2024,14-11-2024,10420.06,10420.06,Net Banking,2
R-FK-5488,L-FK-2024-1068,2,12-12-2024,14-12-2024,10420.06,10420.06,Cash,2
R-FK-5489,L-FK-2024-1068,3,11-01-2025,24-01-2025,10420.06,4975.71,UPI,13
R-FK-5490,L-FK-2024-1069,1,31-01-2025,02-02-2025,3480.45,3480.45,UPI,2
R-FK-5491,L-FK-2024-1069,2,02-03-2025,01-03-2025,3480.45,3480.45,Cash,-1
R-FK-5492,L-FK-2024-1069,3,01-04-2025,28-04-2025,3480.45,3480.45,UPI,27
R-FK-5493,L-FK-2024-1069,4,01-05-2025,27-05-2025,3480.45,3480.45,UPI,26
R-FK-5494,L-FK-2024-1069,5,31-05-2025,02-06-2025,3480.45,3480.45,UPI,2
R-FK-5495,L-FK-2024-1069,6,30-06-2025,27-07-2025,3480.45,2581.14,Cash,27
R-FK-5496,L-FK-2024-1070,1,12-02-2025,,1850.49,0.0,,
R-FK-5497,L-FK-2024-1070,2,14-03-2025,16-03-2025,1850.49,1850.49,UPI,2
R-FK-5498,L-FK-2024-1070,3,13-04-2025,12-05-2025,1850.49,1850.49,UPI,29
R-FK-5499,L-FK-2024-1070,4,13-05-2025,,1850.49,0.0,,
R-FK-5500,L-FK-2024-1070,5,12-06-2025,,1850.49,0.0,,
R-FK-5501,L-FK-2024-1070,6,12-07-2025,,1850.49,0.0,,
R-FK-5502,L-FK-2024-1071,1,13-08-2024,15-08-2024,5167.06,5167.06,Auto-Debit,2
R-FK-5503,L-FK-2024-1071,2,12-09-2024,12-09-2024,5167.06,5167.06,Cash,0
R-FK-5504,L-FK-2024-1071,3,12-10-2024,12-10-2024,5167.06,5167.06,Cash,0
R-FK-5505,L-FK-2024-1071,4,11-11-2024,11-11-2024,5167.06,5167.06,UPI,0
R-FK-5506,L-FK-2024-1071,5,11-12-2024,07-12-2024,5167.06,5167.06,UPI,-4
R-FK-5507,L-FK-2024-1071,6,10-01-2025,12-01-2025,5167.06,5167.06,Auto-Debit,2
R-FK-5508,L-FK-2024-1072,1,06-08-2024,20-09-2024,2146.59,2146.59,Debit Card,45
R-FK-5509,L-FK-2024-1072,2,05-09-2024,,2146.59,0.0,,
R-FK-5510,L-FK-2024-1072,3,05-10-2024,11-10-2024,2146.59,2146.59,Debit Card,6
R-FK-5511,L-FK-2024-1072,4,04-11-2024,04-11-2024,2146.59,2146.59,UPI,0
R-FK-5512,L-FK-2024-1072,5,04-12-2024,,2146.59,0.0,,
R-FK-5513,L-FK-2024-1072,6,03-01-2025,,2146.59,0.0,,
R-FK-5514,L-FK-2024-1072,7,02-02-2025,,2146.59,0.0,,
R-FK-5515,L-FK-2024-1072,8,04-03-2025,,2146.59,0.0,,
R-FK-5516,L-FK-2024-1072,9,03-04-2025,,2146.59,0.0,,
R-FK-5517,L-FK-2024-1073,1,25-02-2025,,3068.43,0.0,,
R-FK-5518,L-FK-2024-1073,2,27-03-2025,,3068.43,0.0,,
R-FK-5519,L-FK-2024-1073,3,26-04-2025,,3068.43,0.0,,
R-FK-5520,L-FK-2024-1073,4,26-05-2025,,3068.43,0.0,,
R-FK-5521,L-FK-2024-1073,5,25-06-2025,,3068.43,0.0,,
R-FK-5522,L-FK-2024-1073,6,25-07-2025,,3068.43,0.0,,
R-FK-5523,L-FK-2024-1073,7,24-08-2025,,3068.43,0.0,,
R-FK-5524,L-FK-2024-1073,8,23-09-2025,,3068.43,0.0,,
R-FK-5525,L-FK-2024-1073,9,23-10-2025,,3068.43,0.0,,
R-FK-5526,L-FK-2024-1073,10,22-11-2025,,3068.43,0.0,,
R-FK-5527,L-FK-2024-1073,11,22-12-2025,,3068.43,0.0,,
R-FK-5528,L-FK-2024-1073,12,21-01-2026,,3068.43,0.0,,
R-FK-5529,L-FK-2024-1074,1,03-10-2024,01-10-2024,2265.29,2265.29,Net Banking,-2
R-FK-5530,L-FK-2024-1074,2,02-11-2024,03-11-2024,2265.29,2265.29,Debit Card,1
R-FK-5531,L-FK-2024-1074,3,02-12-2024,26-11-2024,2265.29,2265.29,Cash,-6
R-FK-5532,L-FK-2024-1074,4,01-01-2025,03-01-2025,2265.29,2265.29,UPI,2
R-FK-5533,L-FK-2024-1074,5,31-01-2025,05-02-2025,2265.29,2265.29,Cash,5
R-FK-5534,L-FK-2024-1074,6,02-03-2025,02-03-2025,2265.29,2265.29,UPI,0
R-FK-5535,L-FK-2024-1074,7,01-04-2025,10-04-2025,2265.29,1167.78,Net Banking,9
R-FK-5536,L-FK-2024-1074,8,01-05-2025,01-05-2025,2265.29,2265.29,Debit Card,0
R-FK-5537,L-FK-2024-1074,9,31-05-2025,02-06-2025,2265.29,2265.29,Auto-Debit,2
R-FK-5538,L-FK-2024-1074,10,30-06-2025,02-07-2025,2265.29,2265.29,Auto-Debit,2
R-FK-5539,L-FK-2024-1074,11,30-07-2025,28-08-2025,2265.29,2265.29,Cash,29
R-FK-5540,L-FK-2024-1074,12,29-08-2025,23-09-2025,2265.29,2265.29,Auto-Debit,25
R-FK-5541,L-FK-2024-1075,1,01-01-2025,,4258.16,0.0,,
R-FK-5542,L-FK-2024-1075,2,31-01-2025,,4258.16,0.0,,
R-FK-5543,L-FK-2024-1075,3,02-03-2025,,4258.16,0.0,,
R-FK-5544,L-FK-2024-1076,1,22-09-2024,,2342.62,0.0,,
R-FK-5545,L-FK-2024-1076,2,22-10-2024,,2342.62,0.0,,
R-FK-5546,L-FK-2024-1076,3,21-11-2024,,2342.62,0.0,,
R-FK-5547,L-FK-2024-1076,4,21-12-2024,,2342.62,0.0,,
R-FK-5548,L-FK-2024-1076,5,20-01-2025,,2342.62,0.0,,
R-FK-5549,L-FK-2024-1076,6,19-02-2025,,2342.62,0.0,,
R-FK-5550,L-FK-2024-1076,7,21-03-2025,,2342.62,0.0,,
R-FK-5551,L-FK-2024-1076,8,20-04-2025,,2342.62,0.0,,
R-FK-5552,L-FK-2024-1076,9,20-05-2025,,2342.62,0.0,,
R-FK-5553,L-FK-2024-1077,1,10-01-2025,19-01-2025,2609.41,1279.13,Net Banking,9
R-FK-5554,L-FK-2024-1077,2,09-02-2025,,2609.41,0.0,,
R-FK-5555,L-FK-2024-1077,3,11-03-2025,25-04-2025,2609.41,2346.43,Net Banking,45
R-FK-5556,L-FK-2024-1077,4,10-04-2025,,2609.41,0.0,,
R-FK-5557,L-FK-2024-1077,5,10-05-2025,,2609.41,0.0,,
R-FK-5558,L-FK-2024-1077,6,09-06-2025,,2609.41,0.0,,
R-FK-5559,L-FK-2024-1078,1,13-02-2025,14-02-2025,2108.9,2108.9,Debit Card,1
R-FK-5560,L-FK-2024-1078,2,15-03-2025,16-03-2025,2108.9,2108.9,Net Banking,1
R-FK-5561,L-FK-2024-1078,3,14-04-2025,08-04-2025,2108.9,2108.9,Debit Card,-6
R-FK-5562,L-FK-2024-1078,4,14-05-2025,16-05-2025,2108.9,2108.9,Debit Card,2
R-FK-5563,L-FK-2024-1078,5,13-06-2025,14-06-2025,2108.9,2108.9,Cash,1
R-FK-5564,L-FK-2024-1078,6,13-07-2025,01-08-2025,2108.9,2108.9,Net Banking,19
R-FK-5565,L-FK-2024-1079,1,30-11-2024,23-11-2024,1834.06,1834.06,UPI,-7
R-FK-5566,L-FK-2024-1079,2,30-12-2024,31-12-2024,1834.06,1834.06,Debit Card,1
R-FK-5567,L-FK-2024-1079,3,29-01-2025,31-01-2025,1834.06,1834.06,UPI,2
R-FK-5568,L-FK-2024-1079,4,28-02-2025,28-02-2025,1834.06,1834.06,UPI,0
R-FK-5569,L-FK-2024-1079,5,30-03-2025,30-03-2025,1834.06,1834.06,Cash,0
R-FK-5570,L-FK-2024-1079,6,29-04-2025,29-04-2025,1834.06,1834.06,Cash,0
R-FK-5571,L-FK-2024-1079,7,29-05-2025,31-05-2025,1834.06,1834.06,Debit Card,2
R-FK-5572,L-FK-2024-1079,8,28-06-2025,06-08-2025,1834.06,1834.06,UPI,39
R-FK-5573,L-FK-2024-1079,9,28-07-2025,28-07-2025,1834.06,1834.06,Net Banking,0
R-FK-5574,L-FK-2024-1080,1,11-01-2025,11-01-2025,1424.12,1424.12,UPI,0
R-FK-5575,L-FK-2024-1080,2,10-02-2025,11-02-2025,1424.12,1424.12,Debit Card,1
R-FK-5576,L-FK-2024-1080,3,12-03-2025,12-03-2025,1424.12,1424.12,UPI,0
R-FK-5577,L-FK-2024-1080,4,11-04-2025,11-04-2025,1424.12,1424.12,Debit Card,0
R-FK-5578,L-FK-2024-1080,5,11-05-2025,01-05-2025,1424.12,1424.12,UPI,-10
R-FK-5579,L-FK-2024-1080,6,10-06-2025,12-06-2025,1424.12,1424.12,UPI,2
R-FK-5580,L-FK-2024-1080,7,10-07-2025,07-07-2025,1424.12,1424.12,Net Banking,-3
R-FK-5581,L-FK-2024-1080,8,09-08-2025,18-08-2025,1424.12,1424.12,UPI,9
R-FK-5582,L-FK-2024-1080,9,08-09-2025,10-09-2025,1424.12,1424.12,Cash,2
